Iteration,Layer,Index,Bit
14164,features[8],85717,4
14165,features[11],366097,1
14166,features[22],1968269,3
14167,classifier[0],812388,0
14168,features[8],134807,0
14169,features[18],808682,0
14170,classifier[3],1817042,0
14171,features[11],347799,4
14172,features[0],1660,1
14173,features[22],2210340,3
14174,features[11],182045,1
14175,classifier[3],15775076,2
14176,features[11],547258,4
14177,features[8],291836,4
14178,features[11],259740,4
14179,features[15],139677,0
14180,features[0],1386,0
14181,classifier[0],1021020,2
14182,classifier[3],4575019,4
14183,features[25],1186858,3
14184,features[11],157110,0
14185,features[22],1019322,3
14186,features[4],9315,0
14187,classifier[0],787583,3
14188,features[22],606660,3
14189,features[4],15795,4
14190,features[15],257330,4
14191,classifier[0],824575,2
14192,features[22],2123296,3
14193,classifier[0],896114,3
14194,features[22],83749,2
14195,features[25],764947,3
14196,classifier[0],1671772,4
14197,features[4],50590,3
14198,features[4],52350,4
14199,features[4],26429,0
14200,features[18],364879,3
14201,features[11],399087,3
14202,classifier[6],36914,2
14203,features[11],88141,4
14204,classifier[3],4741921,2
14205,classifier[3],14912274,1
14206,features[15],446855,1
14207,features[0],1495,4
14208,classifier[6],130,1
14209,classifier[3],412981,0
14210,features[8],3703,3
14211,features[18],1140906,4
14212,features[22],1449835,4
14213,features[18],1198896,3
14214,classifier[6],10403,2
14215,features[18],1864049,3
14216,features[15],816611,4
14217,features[0],1504,0
14218,classifier[6],11578,0
14219,features[11],485532,3
14220,classifier[6],16415,1
14221,features[18],2320553,1
14222,features[4],49767,1
14223,features[4],11110,0
14224,features[11],323877,4
14225,classifier[0],1343983,4
14226,features[18],697104,4
14227,features[0],365,1
14228,classifier[6],19993,4
14229,features[0],1639,0
14230,classifier[6],22020,2
14231,features[4],65349,4
14232,features[18],2199158,2
14233,features[15],1123013,4
14234,features[15],828947,3
14235,classifier[3],9472891,2
14236,classifier[3],8851498,3
14237,features[22],1671341,1
14238,classifier[3],12438139,2
14239,classifier[0],772247,1
14240,features[15],811340,4
14241,features[11],121206,2
14242,features[4],23254,3
14243,features[11],540696,0
14244,classifier[6],39873,2
14245,features[15],519709,2
14246,classifier[6],33425,0
14247,features[22],481939,2
14248,features[22],640881,4
14249,features[15],556767,4
14250,features[0],728,0
14251,features[0],675,1
14252,features[25],1579599,4
14253,classifier[6],15079,2
14254,features[11],476209,0
14255,classifier[3],7888241,0
14256,classifier[3],5785907,1
14257,features[11],364961,4
14258,features[25],1622854,0
14259,features[15],868109,0
14260,classifier[0],915413,4
14261,features[4],30385,4
14262,features[8],225701,0
14263,features[25],1173339,2
14264,features[22],1974395,2
14265,features[11],27445,0
14266,classifier[3],9686263,0
14267,features[15],175224,4
14268,features[25],1923782,2
14269,classifier[6],5954,2
14270,features[11],239594,0
14271,features[8],127220,2
14272,features[0],974,3
14273,classifier[0],491078,2
14274,features[15],401590,0
14275,features[8],95998,3
14276,features[25],1097496,2
14277,features[18],1288975,4
14278,features[25],1064826,4
14279,classifier[6],5860,4
14280,features[11],367377,2
14281,features[0],1233,4
14282,features[0],694,2
14283,features[22],1195312,3
14284,features[8],90211,2
14285,features[0],40,0
14286,features[18],2206723,0
14287,features[11],180672,0
14288,features[11],87295,1
14289,classifier[6],20320,4
14290,features[25],2109590,0
14291,features[0],715,4
14292,features[4],61658,2
14293,features[18],254497,3
14294,classifier[3],11580235,0
14295,features[8],131800,2
14296,features[22],938223,2
14297,classifier[6],27229,1
14298,features[18],1951154,3
14299,features[8],14441,0
14300,features[18],1069304,0
14301,classifier[6],5994,2
14302,classifier[0],1633508,0
14303,features[0],442,3
14304,features[4],62024,1
14305,features[22],2234226,4
14306,features[22],1974680,4
14307,features[11],443624,2
14308,classifier[6],18526,4
14309,features[4],21864,4
14310,classifier[6],5563,4
14311,features[4],22986,4
14312,features[18],1352160,4
14313,features[18],1486257,0
14314,classifier[0],1052881,0
14315,features[11],210079,4
14316,classifier[6],26287,3
14317,classifier[3],6243984,2
14318,features[25],93086,0
14319,features[8],166022,4
14320,features[4],16529,2
14321,features[8],219236,3
14322,classifier[0],1868941,4
14323,features[18],665199,2
14324,features[22],766982,2
14325,features[22],384268,1
14326,features[4],70219,3
14327,features[22],1490604,1
14328,features[8],79829,1
14329,features[0],804,0
14330,features[18],2236077,1
14331,features[8],116669,3
14332,features[15],1097837,3
14333,classifier[3],15163162,1
14334,features[8],70204,1
14335,features[11],111486,3
14336,features[25],301582,3
14337,features[11],205770,4
14338,classifier[6],9486,2
14339,features[0],1353,3
14340,features[22],363825,4
14341,classifier[6],21123,3
14342,features[15],379134,0
14343,features[8],204860,2
14344,classifier[0],1372702,1
14345,classifier[6],25986,3
14346,classifier[6],31734,3
14347,classifier[0],749102,3
14348,features[0],319,4
14349,classifier[0],889277,4
14350,features[4],71885,4
14351,features[11],47432,1
14352,features[8],205933,2
14353,features[0],1577,0
14354,features[22],26986,0
14355,features[8],41143,4
14356,features[25],631693,4
14357,features[22],1457894,0
14358,features[4],65127,0
14359,classifier[0],1622673,2
14360,features[15],699899,3
14361,classifier[0],1938010,1
14362,features[18],943126,2
14363,features[15],768111,0
14364,classifier[6],11138,2
14365,classifier[3],14960007,2
14366,features[8],200943,2
14367,features[4],71380,3
14368,classifier[0],364166,0
14369,classifier[0],1158318,3
14370,features[11],36122,2
14371,features[18],1713130,3
14372,features[8],86468,1
14373,features[4],61878,3
14374,features[22],974723,4
14375,features[15],5831,1
14376,features[18],2175700,0
14377,features[8],185930,3
14378,features[0],811,3
14379,features[15],103943,0
14380,classifier[6],5933,3
14381,features[22],1138079,3
14382,features[22],2111714,2
14383,classifier[3],6768874,3
14384,classifier[0],1536715,3
14385,classifier[6],1076,4
14386,features[8],193597,3
14387,features[15],563850,1
14388,classifier[3],1283722,3
14389,features[4],2630,2
14390,classifier[6],40698,4
14391,classifier[0],466072,2
14392,features[15],291540,4
14393,features[22],1888997,1
14394,classifier[6],14996,3
14395,features[8],97757,4
14396,features[18],1025619,1
14397,features[4],53279,1
14398,features[18],199608,4
14399,classifier[0],1328092,3
14400,features[11],76167,0
14401,classifier[6],18709,3
14402,classifier[6],7244,2
14403,features[15],511854,4
14404,features[25],952797,1
14405,classifier[3],8198747,0
14406,classifier[6],5569,1
14407,features[8],112041,3
14408,classifier[6],1467,1
14409,classifier[0],1906016,1
14410,features[4],39157,0
14411,features[8],210919,4
14412,features[22],149563,0
14413,features[4],35934,3
14414,features[22],424314,2
14415,classifier[3],10194056,0
14416,features[8],8368,3
14417,features[0],129,0
14418,features[11],480216,4
14419,features[15],385374,2
14420,features[11],367916,3
14421,classifier[6],5273,3
14422,features[11],1594,2
14423,features[11],208310,0
14424,classifier[0],1143938,1
14425,features[0],1528,2
14426,features[8],184771,3
14427,classifier[0],1425897,4
14428,features[11],36493,0
14429,features[0],910,0
14430,features[11],532583,0
14431,classifier[6],33377,1
14432,classifier[3],10140992,2
14433,features[0],245,0
14434,features[8],118744,2
14435,features[4],20091,1
14436,classifier[0],486485,4
14437,features[11],114417,2
14438,classifier[3],6466368,1
14439,classifier[6],6474,0
14440,features[4],44940,3
14441,features[8],265374,0
14442,features[18],1707344,0
14443,classifier[3],221972,2
14444,features[11],98853,2
14445,features[15],703360,1
14446,features[18],1979691,1
14447,features[8],261673,4
14448,features[25],1826584,0
14449,classifier[0],992197,4
14450,features[15],202666,2
14451,features[25],24372,4
14452,features[8],80216,4
14453,features[8],196154,3
14454,features[25],1187303,3
14455,features[8],59328,1
14456,features[18],761529,3
14457,classifier[3],777539,3
14458,classifier[3],14676251,2
14459,classifier[3],2488451,0
14460,features[4],57375,0
14461,features[11],158899,3
14462,features[8],165960,2
14463,classifier[0],479784,0
14464,features[11],29896,3
14465,classifier[0],1788695,0
14466,features[8],111724,1
14467,features[8],101396,2
14468,classifier[0],410406,3
14469,classifier[0],719147,4
14470,features[15],424368,0
14471,features[18],1122882,4
14472,classifier[0],2069713,0
14473,features[4],63416,3
14474,classifier[3],8787107,3
14475,features[15],78358,0
14476,features[15],354068,0
14477,features[8],294383,3
14478,classifier[0],530472,4
14479,features[0],1459,2
14480,features[11],157675,0
14481,features[22],1303996,2
14482,features[11],304238,1
14483,classifier[6],25567,0
14484,classifier[6],33914,0
14485,features[0],632,1
14486,features[11],110533,3
14487,classifier[3],15119319,3
14488,classifier[3],10478445,1
14489,features[8],143892,2
14490,features[15],1125333,1
14491,features[11],160525,1
14492,classifier[6],8433,3
14493,features[22],2351718,2
14494,features[11],125498,3
14495,features[25],1281051,3
14496,features[22],710858,0
14497,features[18],923140,0
14498,features[4],25739,1
14499,features[22],44215,0
14500,classifier[3],6035224,1
14501,features[0],826,3
14502,features[0],1530,0
14503,features[11],120978,1
14504,features[0],101,4
14505,features[4],6007,3
14506,features[15],635419,1
14507,features[11],267099,2
14508,features[22],2086962,3
14509,classifier[0],241553,4
14510,features[11],228385,4
14511,features[8],157066,1
14512,features[22],288025,0
14513,classifier[3],682725,1
14514,classifier[6],32153,3
14515,features[11],15572,1
14516,features[22],2095469,4
14517,classifier[0],1060488,1
14518,features[0],742,1
14519,features[4],11664,4
14520,features[18],1597918,3
14521,features[15],1093690,2
14522,features[15],615503,4
14523,features[8],211863,3
14524,features[18],587799,2
14525,features[18],327765,1
14526,features[11],478532,0
14527,features[8],130237,0
14528,classifier[3],807054,1
14529,features[18],1829252,0
14530,features[0],300,3
14531,features[22],1352785,3
14532,features[22],1583561,3
14533,features[4],44039,2
14534,classifier[6],16699,1
14535,classifier[6],38728,2
14536,classifier[0],2011764,3
14537,classifier[0],625333,2
14538,features[11],75515,1
14539,features[0],1132,0
14540,features[22],1761387,0
14541,features[25],1901031,2
14542,features[0],855,1
14543,classifier[6],22671,3
14544,features[15],1104848,3
14545,classifier[6],29595,3
14546,features[22],2331956,1
14547,features[25],2127160,3
14548,features[22],653332,3
14549,features[15],806299,2
14550,features[22],885257,4
14551,classifier[0],64764,2
14552,classifier[0],313501,4
14553,features[18],400536,4
14554,features[4],7288,2
14555,classifier[3],13060593,4
14556,classifier[3],11072587,0
14557,features[18],1717287,0
14558,features[11],556037,3
14559,features[4],70114,1
14560,features[25],697114,1
14561,features[0],1561,1
14562,features[25],2123522,0
14563,classifier[6],24021,1
14564,features[18],1972083,1
14565,classifier[6],169,0
14566,classifier[3],13243625,3
14567,features[4],68076,2
14568,features[18],257363,0
14569,features[8],113096,2
14570,classifier[0],1975679,2
14571,classifier[3],15220711,4
14572,features[0],315,2
14573,features[15],203705,4
14574,classifier[0],1883439,4
14575,features[22],889694,4
14576,features[25],76993,0
14577,features[11],89343,2
14578,features[25],549541,3
14579,classifier[0],1366874,3
14580,classifier[3],1201723,3
14581,features[11],278031,3
14582,features[4],41493,1
14583,classifier[6],6762,0
14584,classifier[6],17226,1
14585,classifier[0],1905392,1
14586,features[18],595173,4
14587,features[4],29760,2
14588,features[22],1276096,1
14589,features[15],790177,1
14590,features[22],1649961,4
14591,features[11],392482,2
14592,features[22],1157404,1
14593,features[15],57924,0
14594,classifier[3],8143834,1
14595,features[25],1948206,2
14596,features[18],2290380,0
14597,features[0],35,1
14598,features[11],443355,4
14599,features[22],1409561,2
14600,features[4],35689,2
14601,features[4],66894,2
14602,features[8],105030,4
14603,features[0],666,2
14604,features[4],37891,1
14605,features[4],11729,3
14606,features[15],109843,2
14607,features[8],131780,1
14608,features[15],656623,0
14609,features[15],568623,2
14610,features[11],107441,4
14611,features[15],533903,2
14612,features[11],54516,3
14613,features[0],404,2
14614,features[0],502,4
14615,classifier[6],16226,4
14616,features[22],223669,3
14617,features[8],170489,3
14618,features[11],443220,0
14619,features[8],168258,3
14620,features[15],302133,0
14621,features[15],285750,3
14622,features[8],5453,1
14623,features[0],940,2
14624,features[11],52286,1
14625,features[11],300913,0
14626,features[15],1000871,1
14627,classifier[3],7883585,3
14628,features[11],531941,2
14629,features[25],389658,1
14630,features[25],1303937,2
14631,features[22],1046927,3
14632,classifier[3],12739380,4
14633,classifier[6],26587,1
14634,features[18],669928,1
14635,features[11],226975,3
14636,features[8],90858,0
14637,classifier[6],16602,0
14638,features[25],1754021,4
14639,features[0],1664,0
14640,classifier[3],13626430,4
14641,classifier[3],3691187,4
14642,features[22],2028840,4
14643,classifier[3],180316,0
14644,features[4],58519,3
14645,features[4],8839,3
14646,classifier[0],2042668,2
14647,features[22],2301794,2
14648,classifier[6],35640,2
14649,features[4],34381,3
14650,classifier[3],5184408,0
14651,features[25],425790,1
14652,features[11],42734,0
14653,classifier[0],1663,4
14654,features[18],1980236,3
14655,classifier[0],568538,2
14656,features[4],73462,1
14657,features[0],1235,1
14658,features[22],904863,1
14659,features[22],1487832,3
14660,classifier[3],15736845,1
14661,features[11],220192,4
14662,features[8],81924,1
14663,classifier[6],19277,0
14664,features[8],260027,3
14665,features[18],1387527,1
14666,features[15],37298,4
14667,features[0],1046,2
14668,features[15],570276,3
14669,features[25],1612394,3
14670,classifier[0],821363,3
14671,features[11],94471,4
14672,features[0],1036,0
14673,features[4],58089,0
14674,features[4],12549,3
14675,features[15],515998,2
14676,features[22],1249843,2
14677,features[25],1219686,3
14678,features[15],764693,4
14679,features[18],1914174,2
14680,features[11],93031,0
14681,features[18],2054813,3
14682,features[25],1996144,0
14683,features[11],199362,3
14684,features[18],1450903,2
14685,classifier[0],757370,1
14686,classifier[0],518112,0
14687,classifier[3],14681365,1
14688,classifier[6],24885,3
